female,race3,ageyr,educ,hhinc,voteplan,votechoice,FT_obama,FT_mccain,FT_biden,FT_palin,FT_Dparty,FT_Rparty,economy,environ,iraqwar,hopeBP,readyBP
0,0,60,4,21,2,2,0,70,0,85,0,60,3,1,1,0,1
0,0,54,2,16,1,0,30,30,50,50,50,70,4,4,4,0,1
1,0,74,6,8,1,1,85,15,70,50,100,0,4,4,4,1,1
1,0,62,3,17,1,1,85,0,85,0,100,0,4,4,4,1,1
1,2,48,3,13,1,1,50,40,NA,30,60,50,3,2,4,1,0
1,0,53,3,7,1,0,85,15,70,0,100,15,4,3,4,1,1
0,0,57,3,12,2,2,70,85,NA,85,60,70,1,1,1,1,0
0,0,50,3,9,2,0,50,50,50,70,15,30,2,2,4,0,1
0,0,23,4,13,1,1,70,40,50,50,50,40,4,3,4,1,1
0,0,21,6,1,1,NA,60,30,50,NA,60,30,4,3,4,1,1
0,1,53,5,12,1,NA,70,15,50,NA,60,50,4,4,4,1,1
0,2,40,3,8,1,0,70,85,NA,50,85,85,4,4,1,1,1
1,2,61,1,3,1,0,NA,NA,NA,NA,NA,NA,4,NA,1,1,NA
1,2,51,3,7,1,1,60,15,NA,30,85,15,4,NA,4,1,1
1,2,NA,5,8,2,2,60,60,40,85,30,60,4,2,1,0,1
1,2,39,4,12,1,1,40,40,50,50,60,40,3,3,4,NA,NA
1,2,24,3,1,1,1,100,15,50,50,85,0,4,4,4,1,0
0,2,44,3,18,1,1,100,50,100,0,100,0,4,4,4,1,1
0,2,58,2,5,1,1,100,0,100,0,100,0,3,3,3,1,1
1,2,56,6,17,1,1,85,40,50,15,60,30,4,4,4,1,1
1,0,71,6,16,1,1,85,40,85,15,70,15,4,4,4,1,1
1,2,56,6,17,0,1,70,50,NA,50,70,40,4,4,4,1,0
1,2,42,2,3,1,NA,85,50,NA,60,85,60,4,1,4,1,1
0,0,49,3,17,2,2,40,85,40,100,30,85,1,1,1,1,1
1,0,38,6,19,1,1,100,40,70,40,85,30,4,3,4,1,0
0,0,27,6,15,1,1,85,30,60,15,70,30,4,4,4,1,1
1,0,28,6,18,1,0,70,50,85,30,45,45,4,4,4,1,1
1,NA,69,4,14,1,1,85,40,NA,NA,85,70,1,NA,1,NA,1
1,0,84,3,NA,1,0,100,50,50,NA,100,100,3,1,4,NA,1
0,0,43,4,15,3,0,50,50,50,50,50,50,NA,NA,NA,0,1
0,0,49,6,16,1,1,100,0,85,0,85,15,4,4,4,1,1
0,0,51,6,NA,3,2,15,15,15,15,0,0,4,NA,4,0,NA
0,0,19,3,NA,2,0,50,50,NA,50,50,50,4,2,4,0,1
1,0,56,6,17,2,2,15,85,60,85,30,70,3,2,1,0,1
0,0,45,4,23,1,1,70,15,70,15,50,0,4,4,4,0,0
0,0,58,5,23,1,1,85,60,60,60,85,70,4,2,2,1,1
0,0,45,6,14,2,2,60,40,50,30,50,40,4,3,4,1,1
1,0,24,6,2,3,0,70,40,60,50,60,40,4,4,4,1,1
1,0,39,7,18,1,1,85,30,1,15,85,15,4,4,4,1,0
1,2,22,3,13,1,1,100,0,50,0,100,0,4,1,4,1,1
1,0,38,4,12,2,0,30,50,NA,NA,50,50,3,2,4,1,0
1,2,20,3,11,1,1,60,50,NA,NA,70,60,3,3,4,0,1
1,2,23,3,1,1,0,70,60,NA,70,50,50,4,4,4,1,1
0,2,44,3,6,1,1,70,40,70,30,85,30,4,4,4,1,0
0,0,19,3,3,1,NA,85,40,NA,50,70,70,2,2,4,1,1
1,0,29,5,4,1,2,60,60,NA,70,70,85,2,NA,1,NA,1
1,0,58,5,8,2,2,70,80,50,80,50,50,2,2,2,1,1
0,0,57,4,7,0,2,50,50,NA,50,50,50,4,4,4,NA,NA
0,0,21,4,3,2,2,50,85,60,70,30,85,2,2,1,1,1
1,0,61,4,17,2,2,15,85,50,100,0,100,2,1,3,1,1
0,0,22,4,3,2,2,70,70,50,40,60,70,1,4,2,0,1
0,0,46,3,13,1,0,60,15,50,30,70,15,4,4,3,1,0
0,0,54,6,22,2,2,0,85,0,85,0,100,4,2,1,0,0
0,0,30,4,21,2,1,70,70,NA,70,50,50,4,3,1,1,1
0,0,68,3,8,2,2,40,100,70,100,30,100,4,1,1,1,1
1,0,25,6,17,1,1,60,40,NA,40,50,50,3,2,4,1,1
1,0,53,4,4,2,2,30,40,40,60,40,60,3,NA,2,1,1
0,0,57,4,14,1,1,70,30,50,50,60,15,4,4,4,0,1
0,0,26,4,2,1,0,85,50,NA,50,70,50,4,4,4,1,0
0,0,30,6,15,1,2,85,60,NA,85,50,85,1,1,1,1,1
1,0,68,7,10,1,1,70,0,60,0,70,15,4,4,4,1,0
0,0,22,3,16,2,2,30,100,30,85,30,85,3,2,1,0,0
1,0,40,3,17,1,1,30,15,NA,NA,60,15,4,NA,4,NA,0
1,0,81,3,6,1,0,70,70,NA,60,70,60,4,3,4,1,1
1,2,37,3,14,1,1,100,0,85,15,100,0,4,3,4,1,0
1,0,37,5,12,2,1,0,50,30,60,50,50,4,2,4,1,1
1,0,39,5,15,2,0,40,60,NA,NA,50,50,2,3,1,NA,0
0,2,73,1,11,2,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
1,0,23,5,14,1,1,85,30,70,50,85,40,4,4,4,0,0
0,2,22,2,11,1,0,70,0,60,0,60,60,3,3,2,1,1
1,0,25,3,14,0,NA,75,55,60,55,60,40,4,4,4,0,1
1,0,52,5,14,2,2,60,60,60,70,60,40,4,3,4,0,0
1,0,57,5,8,1,1,100,15,100,15,85,30,4,4,4,1,1
1,0,51,3,9,1,1,85,30,50,50,70,40,4,NA,4,0,0
1,0,19,4,5,1,1,100,30,85,15,85,15,3,2,4,1,1
1,0,20,4,1,1,1,100,30,70,15,100,15,4,3,4,1,0
0,2,18,2,NA,1,2,50,40,40,50,60,40,4,4,4,1,1
1,1,33,6,23,1,NA,70,50,70,50,85,50,4,4,4,NA,NA
1,0,33,6,22,0,2,70,60,50,60,60,60,2,NA,3,0,1
0,0,53,6,25,1,1,70,40,60,15,40,40,4,4,4,0,1
1,0,48,6,18,1,1,70,50,70,40,70,50,4,4,4,1,1
1,0,NA,4,NA,2,0,50,50,NA,50,50,50,3,3,4,NA,0
1,0,20,3,7,2,0,70,70,60,60,70,60,4,1,2,1,0
1,2,74,6,NA,1,1,60,30,60,40,60,40,3,3,4,0,1
0,2,19,1,1,1,0,60,50,NA,NA,60,60,2,NA,4,1,0
1,0,59,1,NA,1,1,80,5,6,10,70,20,4,4,4,1,1
1,0,39,3,NA,1,1,100,15,100,0,85,0,4,4,4,1,0
0,1,35,3,1,1,1,60,40,40,40,60,50,4,2,4,1,1
1,1,21,3,7,1,1,85,50,70,75,50,70,1,4,4,1,1
0,1,61,3,18,1,1,100,30,70,50,60,15,4,4,3,1,1
0,1,33,6,18,2,NA,60,60,50,50,40,15,4,3,3,1,1
0,2,18,2,10,1,1,85,60,50,50,85,40,4,NA,4,1,1
1,1,49,4,17,1,1,85,40,NA,NA,70,50,4,3,4,1,0
1,1,77,2,9,1,NA,100,60,100,15,100,60,4,1,4,1,1
1,1,90,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,2,18,3,10,1,1,100,30,85,50,100,30,4,4,4,1,1
0,2,53,2,1,1,1,100,15,50,0,100,50,4,NA,4,1,1
1,0,72,3,11,1,1,100,30,100,30,85,0,4,4,4,1,1
0,1,67,2,13,1,0,80,50,80,0,90,60,4,2,4,1,1
1,1,41,5,17,1,NA,70,30,NA,50,60,40,4,1,4,1,0
0,1,33,5,21,1,1,85,50,50,50,60,50,4,4,4,1,0
1,1,71,3,6,1,1,100,15,85,NA,100,15,4,3,4,1,1
1,2,23,4,6,1,1,85,40,NA,30,70,70,4,4,4,1,1
0,1,29,5,19,1,0,100,30,70,70,100,50,4,3,4,1,1
1,2,21,3,7,1,0,60,30,NA,NA,50,70,4,4,4,1,0
1,1,37,3,6,1,1,100,0,50,50,85,85,4,4,4,1,0
1,1,53,3,21,1,1,70,50,60,40,85,0,4,4,4,1,1
0,1,26,3,6,1,0,85,50,50,50,100,30,4,4,4,1,1
0,2,57,3,10,1,1,85,60,60,50,60,40,3,2,4,1,1
1,1,51,3,1,1,0,85,15,NA,40,NA,NA,4,2,4,1,1
0,1,63,2,4,2,0,30,60,70,50,60,40,3,2,4,0,0
1,1,31,3,13,1,NA,100,0,100,0,100,0,4,4,4,1,1
0,2,42,2,NA,1,1,75,0,100,20,100,15,4,4,4,1,1
0,1,34,3,15,1,1,100,30,15,0,100,0,4,4,4,1,0
1,1,52,3,11,1,1,100,70,50,NA,60,50,4,4,4,1,1
0,2,57,6,4,1,1,85,60,85,30,60,30,4,4,4,1,1
0,1,26,2,NA,1,0,100,50,NA,NA,50,50,4,4,1,NA,1
0,1,67,3,11,1,1,85,60,70,NA,70,40,4,4,3,1,0
1,1,76,3,17,1,1,85,50,70,NA,85,60,3,NA,4,1,1
1,1,48,6,16,1,1,100,15,50,15,85,15,4,4,4,1,0
1,1,67,6,14,1,1,85,30,70,15,70,50,4,4,4,1,0
0,2,55,5,1,0,2,70,0,100,NA,NA,NA,4,3,3,1,1
1,1,49,3,13,1,0,100,0,50,NA,70,0,4,4,4,1,1
1,1,26,2,7,1,0,100,70,40,NA,100,70,4,1,1,NA,1
1,1,74,2,6,1,0,85,30,85,70,75,50,4,4,4,1,1
1,1,63,2,4,1,0,75,0,85,0,60,60,4,4,4,1,0
1,1,61,2,1,1,0,100,60,100,40,100,0,4,4,4,1,1
1,1,30,2,1,1,0,100,50,50,50,70,50,4,4,4,1,1
0,1,62,5,NA,1,0,85,55,80,NA,100,50,4,3,4,NA,1
1,1,50,4,17,1,1,85,50,100,30,70,30,4,2,4,1,1
1,1,39,3,14,1,1,85,15,100,30,85,0,4,4,4,1,1
0,0,78,2,4,1,1,100,0,100,0,100,0,3,3,3,1,1
0,1,75,1,1,1,NA,85,50,85,NA,100,50,4,4,4,1,1
1,1,65,3,NA,1,1,40,35,70,30,70,0,4,NA,4,1,0
0,1,35,3,1,1,0,60,100,80,NA,100,100,4,4,4,1,1
1,1,25,4,13,1,1,100,60,85,NA,60,60,4,4,4,1,1
0,1,85,1,8,1,1,100,0,NA,0,100,0,4,4,4,1,1
0,1,49,3,18,1,1,50,50,85,NA,85,50,3,4,4,1,0
0,1,69,3,6,1,0,62,40,100,NA,85,40,3,3,4,1,1
1,1,61,4,16,1,1,89,30,89,17,85,70,4,NA,4,1,NA
1,2,69,7,15,1,1,85,0,60,0,100,0,4,4,4,1,1
0,0,47,6,25,1,1,85,70,70,50,40,40,4,4,4,0,1
1,0,27,6,17,1,1,85,15,70,0,85,15,4,4,4,1,1
1,0,38,6,19,2,2,70,70,NA,85,50,50,2,2,2,1,0
1,0,24,6,7,2,2,30,70,15,85,15,70,3,NA,3,1,1
0,0,46,5,19,1,1,85,70,70,40,70,50,4,NA,2,0,0
1,0,63,5,15,1,1,85,60,50,50,60,50,4,1,NA,NA,1
1,1,39,6,19,1,1,60,40,70,50,100,0,4,3,4,1,0
0,2,43,5,17,1,0,100,30,50,15,85,15,4,4,4,0,1
1,0,86,2,6,1,1,85,50,85,15,85,60,3,3,4,1,1
1,0,80,4,4,NA,1,85,85,100,85,95,95,3,4,4,1,1
1,2,69,3,11,1,1,70,50,50,50,60,50,3,4,4,NA,1
1,0,52,4,18,2,NA,40,85,30,85,50,70,3,3,1,NA,0
0,1,50,5,NA,1,1,100,50,100,70,100,15,4,4,4,1,1
0,1,31,4,15,1,1,60,30,60,0,70,40,4,4,4,1,0
1,1,54,5,18,1,1,70,60,70,70,70,60,4,4,4,1,1
1,0,72,3,9,2,2,0,85,50,70,60,85,4,4,4,0,0
1,0,27,3,12,3,0,15,0,NA,0,85,0,4,4,4,1,0
1,0,64,3,18,2,2,30,85,40,85,30,70,NA,1,1,0,1
1,0,26,4,19,1,1,70,40,50,60,60,40,4,NA,4,NA,1
0,0,58,3,25,3,1,60,40,50,85,70,30,4,NA,4,1,0
1,0,56,3,12,2,0,50,50,NA,50,60,60,4,1,4,0,0
1,1,51,2,NA,NA,NA,85,0,NA,NA,50,40,1,4,NA,1,1
0,0,53,3,13,2,2,60,85,70,60,60,70,4,2,1,1,0
1,0,27,3,15,2,0,30,70,30,85,15,85,2,2,2,0,0
1,0,37,3,17,2,2,50,60,40,100,NA,70,2,1,2,1,1
0,0,59,6,17,2,2,0,90,15,50,0,100,4,2,1,1,0
1,0,56,3,9,2,NA,0,70,50,100,40,70,3,4,1,NA,NA
1,0,77,5,6,0,2,NA,NA,NA,NA,NA,60,NA,2,4,0,0
1,0,32,5,19,2,0,30,60,40,40,40,60,1,2,4,1,0
1,2,49,5,14,1,1,70,40,100,NA,50,NA,4,1,4,NA,1
0,0,29,2,14,1,0,85,60,50,50,90,50,4,2,4,0,1
0,0,41,5,13,2,2,0,100,0,100,60,70,1,1,1,NA,1
1,0,25,6,18,1,0,50,50,NA,NA,50,50,NA,2,2,1,1
0,0,33,3,15,1,0,70,30,70,0,70,30,4,3,4,0,0
1,0,48,5,19,2,2,0,100,88,70,30,50,1,1,1,0,0
1,0,46,3,19,2,2,15,70,50,NA,40,60,NA,NA,NA,0,0
1,0,66,5,16,2,2,60,85,50,85,85,70,3,1,4,1,0
1,0,74,6,15,2,1,40,100,50,15,85,40,4,NA,4,NA,NA
0,0,65,2,11,2,2,30,70,15,70,50,60,3,4,1,0,0
1,0,28,4,20,2,0,50,85,50,50,50,70,1,1,1,1,1
1,0,36,5,4,2,0,30,50,50,70,50,50,4,NA,NA,1,0
1,1,47,4,9,1,1,100,0,100,0,100,50,4,4,4,1,1
1,0,26,3,4,1,1,85,60,50,NA,60,85,4,3,1,1,1
1,0,33,5,15,2,2,40,85,40,70,50,85,4,NA,4,1,1
0,0,55,3,17,2,0,15,85,30,85,0,100,NA,NA,1,0,0
1,1,43,3,3,1,1,100,50,60,50,85,85,2,3,4,1,1
1,1,40,3,2,1,0,50,50,50,50,50,50,NA,NA,NA,NA,0
1,1,52,2,4,1,0,40,30,70,70,30,30,4,4,4,1,1
0,0,64,3,NA,2,2,0,85,0,85,0,70,3,1,1,0,1
0,0,46,4,19,2,2,15,85,50,100,0,70,1,1,1,0,1
1,1,45,6,13,NA,1,100,30,85,30,85,40,4,4,4,1,1
0,0,78,3,NA,2,NA,0,70,NA,NA,50,100,2,3,4,0,0
0,0,58,7,8,1,0,60,60,50,60,60,40,4,4,3,0,1
0,0,NA,1,13,2,0,15,100,60,70,0,0,NA,4,1,0,0
1,0,68,5,16,2,2,85,85,70,85,50,85,1,1,1,1,1
1,1,40,5,12,1,1,100,30,100,70,100,15,1,3,2,1,0
0,0,45,3,23,2,2,0,70,0,85,15,60,2,2,2,0,1
0,2,38,7,18,0,1,85,70,60,50,60,59,4,4,4,1,1
1,NA,76,7,6,1,1,100,0,85,0,100,0,4,4,4,1,0
0,2,23,3,15,2,0,40,70,NA,70,40,50,1,1,4,1,0
0,0,24,6,17,1,1,85,40,50,15,40,15,4,3,4,1,1
1,0,25,6,5,1,1,70,40,60,15,60,30,4,3,4,1,1
1,0,30,4,20,1,2,85,85,60,85,70,70,4,NA,3,1,0
0,0,36,3,17,1,0,70,30,70,15,70,40,4,4,4,1,1
0,1,69,2,11,1,0,100,85,60,60,100,70,4,2,4,1,1
0,0,45,3,17,2,2,25,50,NA,50,50,50,4,1,1,1,0
1,0,19,4,22,0,1,60,60,NA,NA,50,50,3,4,4,1,1
1,1,76,4,9,1,1,85,60,70,30,100,15,4,3,4,1,1
1,1,64,1,3,1,1,100,30,NA,NA,100,40,4,4,4,1,1
1,1,76,7,11,1,1,100,15,95,55,70,50,4,NA,4,1,1
1,1,19,2,9,1,1,85,70,NA,85,85,70,4,4,3,1,0
0,0,64,3,12,2,2,60,85,60,100,60,85,3,1,2,1,1
0,0,39,2,3,1,0,100,0,60,0,85,15,4,NA,4,1,1
1,0,32,5,16,2,1,85,70,30,60,70,60,4,2,4,1,0
1,0,22,3,11,2,0,50,70,NA,70,15,70,4,2,1,1,1
0,0,46,2,17,1,0,60,15,45,15,70,15,3,4,4,1,1
1,0,45,5,18,1,0,60,0,NA,50,90,20,4,4,4,1,0
1,0,NA,1,2,3,NA,50,85,50,85,NA,NA,NA,4,1,1,NA
0,0,24,2,4,1,NA,80,50,NA,50,65,50,4,2,1,1,1
1,0,48,2,1,1,0,85,15,NA,60,50,40,4,4,4,1,0
1,0,48,4,19,2,2,0,70,NA,50,15,60,3,3,3,0,1
0,0,65,3,11,1,1,50,50,50,50,50,50,4,4,4,NA,1
1,0,26,3,13,1,1,100,30,NA,50,100,15,4,2,4,1,1
0,0,77,7,7,NA,1,70,70,60,70,60,60,4,1,3,0,1
1,0,66,4,13,2,1,85,60,70,40,70,70,4,2,4,NA,1
1,0,73,2,10,0,NA,60,30,70,NA,85,40,4,3,NA,1,NA
1,0,52,7,NA,2,2,15,60,50,50,30,60,2,2,1,1,1
1,0,62,6,16,1,1,60,15,NA,40,70,15,4,4,4,1,0
1,0,45,4,1,2,2,60,70,50,60,50,50,3,4,4,1,0
1,0,39,4,18,2,2,0,85,NA,NA,40,40,4,2,NA,0,NA
1,0,44,6,17,1,1,85,70,NA,60,60,60,4,4,4,1,1
0,0,31,4,21,2,0,40,60,NA,70,50,50,4,1,4,0,0
1,0,37,6,18,1,1,60,40,60,60,50,50,4,4,4,1,1
1,0,50,6,13,1,1,60,60,70,0,60,15,3,4,4,0,1
1,0,69,1,NA,2,NA,50,100,50,100,50,100,1,1,1,0,0
1,0,28,3,18,2,2,0,50,NA,NA,50,40,1,1,1,NA,1
0,0,86,3,NA,2,NA,40,70,NA,85,40,70,1,1,1,0,0
1,0,61,6,21,2,2,15,100,15,85,15,85,4,3,4,0,0
1,0,62,5,25,2,2,15,85,70,60,60,70,4,3,4,1,0
1,2,52,5,18,2,1,40,60,30,85,60,60,2,1,1,0,0
1,0,71,1,NA,2,2,50,85,85,100,40,85,1,1,3,0,0
1,2,21,4,NA,1,1,70,15,60,15,60,30,4,4,4,1,0
0,0,42,3,25,2,2,40,85,70,85,40,100,4,3,1,1,1
0,0,79,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,68,1,5,2,NA,50,85,NA,70,100,100,1,1,1,0,0
1,0,65,3,11,0,2,60,60,NA,50,50,50,3,3,4,1,0
1,0,74,3,4,1,1,85,40,NA,70,85,30,4,4,4,1,0
1,0,28,3,12,1,0,50,50,NA,60,50,50,4,4,4,1,1
0,0,24,5,NA,1,0,60,40,60,50,40,60,4,1,4,1,1
0,0,60,2,18,1,1,100,40,85,50,100,30,4,3,4,1,1
0,0,44,4,16,2,2,0,100,0,100,15,85,3,2,1,0,0
0,0,85,NA,17,2,NA,15,100,50,100,50,60,4,2,1,1,0
0,2,50,6,1,1,1,85,30,85,15,100,0,3,4,4,1,1
1,0,46,5,NA,1,1,100,15,100,15,85,40,1,NA,4,1,1
0,0,19,4,13,1,0,60,40,70,40,50,50,4,4,4,1,0
0,0,53,5,20,2,2,40,100,40,100,40,100,2,2,1,1,0
0,0,37,5,13,2,2,15,0,0,0,70,0,4,4,4,0,0
0,0,26,4,18,2,2,60,70,60,85,60,85,4,2,3,1,0
1,0,83,5,9,2,NA,NA,85,NA,NA,NA,NA,1,1,1,0,1
1,0,55,4,11,2,2,50,70,30,70,40,70,1,4,4,1,0
1,0,66,6,18,1,1,90,90,70,50,100,50,3,4,2,NA,0
0,2,34,6,18,1,1,85,40,70,100,85,50,2,NA,1,1,0
1,0,75,1,9,2,2,0,100,0,100,50,100,4,4,1,0,0
0,0,87,1,NA,2,2,40,70,NA,85,40,100,1,1,1,0,0
1,0,20,3,10,1,1,85,20,NA,NA,60,40,4,4,4,1,1
0,0,31,4,17,2,2,35,85,NA,NA,50,50,4,2,2,0,1
0,0,53,4,17,1,0,50,50,NA,NA,50,50,4,4,1,0,0
1,2,78,1,12,1,1,70,50,NA,NA,85,15,4,2,4,1,NA
1,0,73,6,16,2,2,0,52,0,0,0,10,3,3,NA,0,0
1,0,81,2,18,2,2,50,100,0,0,50,85,2,1,1,0,0
0,0,87,3,17,1,NA,50,50,0,0,50,50,4,4,4,0,1
0,0,78,3,13,2,2,0,70,50,50,0,60,4,1,1,0,0
0,0,31,2,13,1,0,70,50,50,0,70,40,4,NA,4,1,1
0,0,46,7,16,3,2,53,53,0,0,50,50,2,2,1,1,1
0,0,37,6,13,2,1,50,60,0,50,50,70,4,4,1,1,1
1,1,32,2,3,1,1,85,15,0,0,100,0,4,4,4,1,0
0,0,64,3,7,1,1,7,15,0,0,85,0,4,4,4,1,0
1,0,65,2,1,0,1,50,0,50,0,50,50,3,NA,4,1,1
1,0,81,3,NA,NA,NA,65,85,1,0,0,0,3,NA,4,NA,NA
1,0,64,3,8,1,1,100,60,70,50,60,40,4,4,4,1,1
0,0,22,4,15,1,0,70,50,50,NA,80,15,4,4,4,0,0
0,0,78,3,14,1,1,85,30,NA,NA,60,15,4,4,4,1,1
0,0,27,4,16,1,2,70,40,0,0,50,60,4,4,4,1,1
1,0,63,3,7,2,1,0,30,0,0,50,0,4,4,4,0,0
1,0,66,3,12,1,1,60,50,0,0,70,49,4,4,3,1,0
0,0,37,5,19,1,1,50,40,50,50,85,0,4,3,4,1,1
0,0,53,3,10,0,NA,60,30,0,0,15,40,4,4,4,0,1
0,0,71,3,14,0,2,85,70,0,0,50,60,4,3,4,NA,1
0,0,46,3,18,1,1,85,50,0,0,50,85,4,2,1,1,0
0,0,19,3,22,2,2,50,85,50,70,60,70,3,2,2,0,1
1,0,44,6,18,2,2,50,70,40,85,50,50,2,1,1,1,1
0,0,18,3,16,2,2,50,85,40,85,70,70,3,2,1,1,1
1,0,33,6,18,2,2,60,85,50,70,30,60,4,2,3,1,0
1,0,49,5,20,2,2,30,60,NA,60,65,50,2,2,2,1,0
1,0,20,3,13,1,2,60,50,70,50,50,40,4,4,4,1,0
0,0,67,2,19,3,0,50,60,NA,70,50,50,4,4,4,1,0
0,0,47,3,20,1,1,80,60,60,50,70,60,4,3,4,1,1
0,0,42,5,21,2,2,0,60,40,50,50,50,4,2,2,1,1
1,0,43,7,21,1,1,100,40,70,30,85,0,4,4,4,1,1
0,0,36,3,20,1,0,70,40,60,0,50,50,4,3,2,1,1
1,0,75,4,9,0,NA,50,30,60,50,40,40,4,4,4,0,1
0,0,71,7,25,2,2,60,85,60,70,50,70,4,4,1,1,1
0,0,74,5,12,2,2,10,70,35,50,25,70,1,3,1,1,0
0,0,27,6,18,1,1,88,30,60,30,60,30,4,4,4,1,1
0,0,43,4,22,2,0,50,100,15,85,30,70,3,1,1,0,1
1,0,56,4,17,1,1,70,50,NA,50,85,50,4,4,1,1,NA
0,0,20,5,25,2,2,3,95,65,65,25,85,3,2,1,1,1
1,0,47,4,25,2,2,25,85,50,95,40,90,1,NA,1,0,1
0,0,50,6,25,2,2,35,55,35,85,10,60,1,1,4,1,1
1,2,42,7,17,2,2,15,85,70,50,50,70,3,3,4,1,0
1,0,62,6,6,NA,NA,70,70,NA,90,75,80,4,4,4,1,0
1,0,31,6,24,2,2,40,100,60,100,30,100,4,2,4,1,0
0,0,60,4,21,2,2,50,70,60,100,40,50,4,4,1,0,1
1,0,47,5,18,2,2,50,85,50,100,50,85,2,2,3,0,0
0,0,18,3,14,1,0,70,40,NA,NA,40,60,4,4,4,1,1
1,0,42,4,12,2,2,0,70,NA,70,60,40,4,4,4,1,1
1,0,60,6,18,1,2,70,70,85,70,50,50,3,3,4,1,1
0,0,45,6,24,2,2,60,70,50,85,30,60,3,2,2,1,1
1,0,38,5,16,2,2,70,100,NA,85,0,100,1,1,1,0,0
0,0,44,6,1,1,1,85,15,85,0,70,0,4,4,4,1,1
1,1,65,3,NA,1,1,100,0,NA,NA,100,0,4,4,4,1,0
0,0,54,3,24,2,2,50,85,50,100,40,85,2,2,1,0,0
1,0,60,3,14,2,2,0,70,15,85,15,70,4,2,1,1,1
0,1,51,4,22,1,1,100,40,70,40,50,30,3,3,4,1,1
0,0,78,3,9,2,2,0,100,NA,NA,0,100,1,1,1,0,0
0,0,36,6,18,3,2,70,70,50,70,40,40,4,1,1,1,1
0,0,28,6,17,2,0,50,50,NA,70,50,50,3,2,2,1,1
1,0,41,6,19,2,2,40,60,60,85,40,60,2,2,1,1,1
0,0,49,4,23,1,1,85,40,85,50,100,0,4,4,4,1,1
1,0,50,5,16,1,1,95,0,95,30,85,15,4,4,4,1,1
1,1,46,2,7,1,1,100,15,NA,NA,50,60,4,3,3,1,1
0,1,31,5,15,1,1,100,40,85,40,100,50,4,4,4,1,1
1,1,25,3,10,1,1,100,0,NA,NA,100,0,4,4,4,1,1
0,1,33,6,15,1,1,85,30,70,60,60,15,4,NA,3,1,1
1,1,25,3,12,1,1,85,50,50,70,70,40,4,4,4,1,1
0,1,50,3,6,1,1,70,NA,NA,NA,70,40,1,1,1,1,1
0,1,52,5,23,1,0,85,15,50,30,70,15,4,4,4,1,0
1,1,30,3,2,1,0,100,50,NA,NA,60,85,2,1,4,1,1
0,1,54,5,12,3,1,70,30,70,15,60,30,4,4,4,1,1
0,1,41,5,NA,NA,NA,85,50,NA,NA,70,50,4,4,3,1,1
0,1,40,5,23,1,NA,100,30,85,0,100,50,3,4,4,1,1
0,1,32,6,21,1,1,100,0,85,0,100,15,4,4,4,1,1
0,1,23,3,NA,1,NA,85,15,NA,50,70,30,4,4,4,1,1
1,1,48,3,14,1,1,85,15,NA,NA,70,30,4,4,4,1,0
1,1,48,6,NA,1,1,70,50,60,60,60,40,4,4,4,1,NA
1,1,27,3,16,0,1,85,30,85,0,40,30,4,2,1,1,1
1,1,18,3,24,NA,NA,100,100,85,60,100,60,4,3,4,1,0
1,0,69,5,1,2,2,50,85,50,85,60,60,4,3,3,0,1
1,1,44,7,22,1,1,100,40,100,40,85,40,4,4,4,1,1
0,1,53,6,25,1,NA,100,40,100,15,60,50,4,3,4,1,1
0,1,49,5,14,1,1,70,50,70,15,70,15,4,4,4,1,1
0,1,72,1,7,1,NA,100,5,10,NA,100,50,4,4,4,1,1
0,1,23,6,17,1,1,85,40,70,50,60,30,4,4,4,1,1
1,0,33,4,25,2,NA,40,60,40,NA,15,30,4,2,3,0,0
0,0,36,3,12,2,0,40,40,40,NA,30,30,3,NA,4,0,0
0,1,70,4,11,1,1,85,60,70,70,50,50,4,3,4,1,0
0,1,63,7,20,1,0,60,60,85,15,60,40,4,4,3,1,1
1,1,28,4,23,1,1,60,45,35,50,55,40,4,3,4,1,1
1,0,62,3,14,2,2,40,60,NA,NA,15,60,2,4,2,1,NA
0,0,59,3,4,2,0,60,60,NA,30,50,50,4,NA,4,0,NA
1,0,37,2,4,1,NA,50,50,NA,NA,NA,NA,4,4,NA,0,0
1,0,63,3,14,2,2,70,85,60,100,50,85,1,1,1,1,1
0,0,34,3,24,1,0,50,0,0,30,0,0,4,3,4,1,0
0,0,62,3,10,2,2,30,85,30,85,15,70,1,1,1,0,1
1,0,58,3,NA,2,2,50,85,50,85,70,85,1,1,1,1,1
1,0,37,3,14,2,0,40,50,50,50,50,70,3,1,3,0,0
1,0,44,4,13,2,2,0,70,NA,85,60,70,3,1,3,1,0
1,1,49,4,4,1,1,100,50,85,50,100,50,4,4,4,1,1
0,1,31,3,13,1,NA,85,30,NA,50,50,15,4,3,4,1,1
0,1,54,3,NA,1,1,85,60,60,60,70,50,4,4,4,1,1
1,0,26,6,17,2,2,50,85,50,85,40,70,4,NA,1,1,0
1,0,53,5,22,2,0,15,60,50,70,30,70,NA,NA,4,0,0
0,0,34,7,14,1,1,70,40,70,85,60,30,4,4,4,1,1
